rating,snippet,likes,rating_label,cleaned_snippet,review
4.0,"the game is pretty good, gameplay is smooth and stories are amazing. everything all good but there's one bug... when entering the game after around 10-15 seconds the game crashes and kicks me out. been trying to fix that problem for long time but no luck.",0.0,positive,the game is pretty good gameplay is smooth and stories are amazing everything all good but theres one bug when entering the game after around seconds the game crashes and kicks me out been trying to fix that problem for long time but no luck,
2.0,"This game is amazing...but since today's morning I've had a problem of the game not working. It would launch normally but after the logo appears it would kick me out of the application. After 3 times I got a notification that the game is bugged and devs need to fix it. My friends don't have that problem at all! I can't play the game, please fix this problem. I uninstalled and reinstalled, reset my device, checked my storage connection and everything I could. It's still not working :((",34.0,negative,this game is amazingbut since todays morning ive had a problem of the game not working it would launch normally but after the logo appears it would kick me out of the application after times i got a notification that the game is bugged and devs need to fix it my friends dont have that problem at all i cant play the game please fix this problem i uninstalled and reinstalled reset my device checked my storage connection and everything i could its still not working,
4.0,"love the game and all. but one problem with the voice acting... in the recent event (of Nahida) almost EVERYONE doesn't get voiced! I hate it so much because I love everyone's voice so much :( I hope that you, Hoyoverse fix this problem of one of the studios for VAs is trying to use AI. which I hate. please. don't let that studio use bad AI voices. it makes me mad. fix it please. (Also it's the En VAs)",4.0,positive,love the game and all but one problem with the voice acting in the recent event of nahida almost everyone doesnt get voiced i hate it so much because i love everyones voice so much i hope that you hoyoverse fix this problem of one of the studios for vas is trying to use ai which i hate please dont let that studio use bad ai voices it makes me mad fix it please also its the en vas,
1.0,"The games good, yes but for some reason it's lacking a lot of vital features. The domains are a pain to do over and over again for good artificts—it significantly impacts gameplay and makes the game play feel like a chore and not fun like it used to in the start. There should be a feature to skip the domain gameplay after you've played it five or so times (like the cooking mechanic). And the standard banner needs a serious update and rework.",258.0,negative,the games good yes but for some reason its lacking a lot of vital features the domains are a pain to do over and over again for good artifictsit significantly impacts gameplay and makes the game play feel like a chore and not fun like it used to in the start there should be a feature to skip the domain gameplay after youve played it five or so times like the cooking mechanic and the standard banner needs a serious update and rework,
5.0,"It's an amazing game! I love the characters and storyline. The graphics are stunning, and exploring each new region feels like entering a different world. I always look forward to updates, especially with new characters and quests! I do have one suggestion though, it would be great to have a translator in the chat box. Communicating with players from other countries in co-op can be challenging, and a translator would make teaming up so much easier.",8.0,positive,its an amazing game i love the characters and storyline the graphics are stunning and exploring each new region feels like entering a different world i always look forward to updates especially with new characters and quests i do have one suggestion though it would be great to have a translator in the chat box communicating with players from other countries in coop can be challenging and a translator would make teaming up so much easier,
5.0,"Genshin does not deserve those 1 star reviews. It's a great game with really nice quality and character designs. It's story quest are Wonderful, be it the main story quest or world quest. It can be quite annoying to sit through the more uninteresting dialogue but at the end of the day its perfectly fine, you just need a bit of patience! It fits in a lot of play styles and almost anyone can find something they like about the game. I would say more but Im at the 500 mark, in short get the game!",71.0,positive,genshin does not deserve those star reviews its a great game with really nice quality and character designs its story quest are wonderful be it the main story quest or world quest it can be quite annoying to sit through the more uninteresting dialogue but at the end of the day its perfectly fine you just need a bit of patience it fits in a lot of play styles and almost anyone can find something they like about the game i would say more but im at the mark in short get the game,
2.0,"Not a bad game but very hard to play on mobile. I'm on Android so the game doesn't provide any controller support, which for a game that has such a thing on iOS and any other platform it's released on is just wild to me. It's absurd that I could use a controller for this game on literally any other platform but android without 3rd party interference",4.0,negative,not a bad game but very hard to play on mobile im on android so the game doesnt provide any controller support which for a game that has such a thing on ios and any other platform its released on is just wild to me its absurd that i could use a controller for this game on literally any other platform but android without rd party interference,
3.0,"It's fine. I like the story and the characters but it's easy to get burnt out from this game. The BP and welkin make little difference. Resource scarcity makes me have to grind more, with no way of making it easier. Domains are horrible, and I can never roll into any good artefacts. The rates are just bad all around. I'd get 5 star characters I don't want and then I end up spending upwards of $150 to get a character I DO want. Please don't be dumb like me and spend money on this game.",5.0,positive,its fine i like the story and the characters but its easy to get burnt out from this game the bp and welkin make little difference resource scarcity makes me have to grind more with no way of making it easier domains are horrible and i can never roll into any good artefacts the rates are just bad all around id get star characters i dont want and then i end up spending upwards of to get a character i do want please dont be dumb like me and spend money on this game,
4.0,"Honestly,I just downloaded it yesterday and I LOVE IT , I like how it's like watching an anime and playing at the same time, usually games with a story line makes you read a lot , if I wanna read all that I would read my fav webtons instead ,so I skip it mostly , but this has a lot of audio so I love that , one thing that I don't like so far that the characters are a bit slow , making her run drains the stamina quickly . oh , and it takes a lot if space like over 30 GB , it's A LOT",15.0,positive,honestlyi just downloaded it yesterday and i love it i like how its like watching an anime and playing at the same time usually games with a story line makes you read a lot if i wanna read all that i would read my fav webtons instead so i skip it mostly but this has a lot of audio so i love that one thing that i dont like so far that the characters are a bit slow making her run drains the stamina quickly oh and it takes a lot if space like over gb its a lot,
1.0,"The game, the story and graphics are Very good, BUT the controls are sucks. Please make the D-pad movable and same as other buttons so we can adjust atleast their place in the screen. I'm doing unintentionally actions especially with the D-pad that is very low in the screen, when i touch it the character automatically moves forward!!!! Please fix the control buttons and D-pad and make them adjustable.",254.0,negative,the game the story and graphics are very good but the controls are sucks please make the dpad movable and same as other buttons so we can adjust atleast their place in the screen im doing unintentionally actions especially with the dpad that is very low in the screen when i touch it the character automatically moves forward please fix the control buttons and dpad and make them adjustable,
5.0,"It's a great game, but grinding for character leveling is repetitive. Weekly domains make it difficult to improve a character, and premium currency (primogems) is difficult to come by. But if you get past any QoL issues, it's a beautiful RPG with fun gameplay and an excellent storyline. Top notch. Can't wait for the new areas in next patch.",23.0,positive,its a great game but grinding for character leveling is repetitive weekly domains make it difficult to improve a character and premium currency primogems is difficult to come by but if you get past any qol issues its a beautiful rpg with fun gameplay and an excellent storyline top notch cant wait for the new areas in next patch,
3.0,It's a great game with good quality and world building and it's world exploration is vast but I find it hard to obtain rewards since you have to do extensive grinding to get primogems not only that but there's no skip button. It's annoying honestly.,3.0,positive,its a great game with good quality and world building and its world exploration is vast but i find it hard to obtain rewards since you have to do extensive grinding to get primogems not only that but theres no skip button its annoying honestly,
5.0,"4 years playing daily. 5/5, one of the best live service games nowadays. Everything has it's ups and downs, but Genshin is an amazing piece of art, especially the music, and the game is part novel, part adventure, lots of exploration, puzzles, and constant events with different minigames. I love it.",20.0,positive,years playing daily one of the best live service games nowadays everything has its ups and downs but genshin is an amazing piece of art especially the music and the game is part novel part adventure lots of exploration puzzles and constant events with different minigames i love it,
4.0,"Been wanting to play this game for a long time now and finally found compatible device to play it. It's as Amazing as I thought! Although maybe some suggestions: 1. Ticket system: when wishing on new banner, for players that already have constellation 6 of certain characters in it, if the same character appeared again, that character will be turned into ticket of it's corresponding stars (4/5 stars). Collect enough ticket to exchange for character from older banner. Hope this'll help",7.0,positive,been wanting to play this game for a long time now and finally found compatible device to play it its as amazing as i thought although maybe some suggestions ticket system when wishing on new banner for players that already have constellation of certain characters in it if the same character appeared again that character will be turned into ticket of its corresponding stars stars collect enough ticket to exchange for character from older banner hope thisll help,
5.0,"One of the best games , I have ever played on Mobile or PC or anywhere.. This game has the best OST musics , scenery, landscapes , storyline , character design and many more things . Truly a masterpiece. Only Issue is the Devs are not providing enough primogems(in game currency) to pull for upcomming banners .If only they could give free 10 pulla worth every major update would have been really nice . Although it's not a major issue still a bit problematic 🫠 but I really Love this game 💓",6.0,positive,one of the best games i have ever played on mobile or pc or anywhere this game has the best ost musics scenery landscapes storyline character design and many more things truly a masterpiece only issue is the devs are not providing enough primogemsin game currency to pull for upcomming banners if only they could give free pulla worth every major update would have been really nice although its not a major issue still a bit problematic but i really love this game,
1.0,"It's pointless playing this on Play Games, now that the $3 coupon is gone. Might as well uninstall and play on PC exclusively. Other than that the game isn't really worth keeping on your phone to be real, it's take up too much space and you'll have to go through countless lines of event exclusive and non-repeatable dialogue before reaching the endgame. The story itself meanders and so many filler characters get introduced bc of their gacha system, which limits their story potential. Not a fan",18.0,negative,its pointless playing this on play games now that the coupon is gone might as well uninstall and play on pc exclusively other than that the game isnt really worth keeping on your phone to be real its take up too much space and youll have to go through countless lines of event exclusive and nonrepeatable dialogue before reaching the endgame the story itself meanders and so many filler characters get introduced bc of their gacha system which limits their story potential not a fan,
4.0,"I took a huge two~ish year gap from it until Fontaine got released. Since then, it's been a lot more enjoyable for me to play for a few reasons like characters (power, design, etc.), areas, farming, the artifact system and so on. But it also sucks for a few reasons like... ugh, Natlan (👎) and characters released since and including Emily have been pretty eh... the new main story style where we have to save people I also hated a lot (but maybe because Natlan is just so ugly to be in?)",0.0,positive,i took a huge twoish year gap from it until fontaine got released since then its been a lot more enjoyable for me to play for a few reasons like characters power design etc areas farming the artifact system and so on but it also sucks for a few reasons like ugh natlan and characters released since and including emily have been pretty eh the new main story style where we have to save people i also hated a lot but maybe because natlan is just so ugly to be in,
1.0,"The game is fun and runs well in my phone, the story is great no complains there but why the 1 star? Well it's the controls.. the onscreen controls are absolutely terrible in this, IOS has controller support why not Android? I can't mention the number of times I accidentally clicked on a character's ultimate when I was trying to jump or change the camera angle because everything is so close to each other. PLEASE ADD CONTROLLER SUPPORT TO ANDROID it's been years since this game launched ffs",37.0,negative,the game is fun and runs well in my phone the story is great no complains there but why the star well its the controls the onscreen controls are absolutely terrible in this ios has controller support why not android i cant mention the number of times i accidentally clicked on a characters ultimate when i was trying to jump or change the camera angle because everything is so close to each other please add controller support to android its been years since this game launched ffs,
4.0,Improved experience a little with in game settings and taking a break from all the fights in game. The aesthetics are still worth the time I've spent in game along with the story that devs are putting out. I guess rushing head first into the game can make you loose perspective of the escape that you need from games. Thank you for the game hoyoverse.,34.0,positive,improved experience a little with in game settings and taking a break from all the fights in game the aesthetics are still worth the time ive spent in game along with the story that devs are putting out i guess rushing head first into the game can make you loose perspective of the escape that you need from games thank you for the game hoyoverse,
1.0,"It was a great game before, but after playing it for years, you got tired of it. No major improvements in terms of QoL for the entire game generally, artifacts system never changed, story dialogues takes so much time, even the voices are gone now, the gacha didn't improved at all, limited weapon banner, just got to its original one 50/50 form. Its becoming worst for me. I still play the game, but not as excited as before. Lots of restriction also, deceiving its audience.",107.0,negative,it was a great game before but after playing it for years you got tired of it no major improvements in terms of qol for the entire game generally artifacts system never changed story dialogues takes so much time even the voices are gone now the gacha didnt improved at all limited weapon banner just got to its original one form its becoming worst for me i still play the game but not as excited as before lots of restriction also deceiving its audience,
5.0,"G.I. it's was a fun adventures game. I played it a years now. It's not easy to Ascent the character need to work more harder to make through it. Not everyone gets lucky enough to get a strong character,weapon and artifek. For some player, even they are spending a lot primogens, intertwine fate, they still can't get a strong gold characters/ weapons. Overall game was fun. If only developers can add mark sign more than 250. I always get lost or forgetting where i should go to farming, ⛏️.",25.0,positive,gi its was a fun adventures game i played it a years now its not easy to ascent the character need to work more harder to make through it not everyone gets lucky enough to get a strong characterweapon and artifek for some player even they are spending a lot primogens intertwine fate they still cant get a strong gold characters weapons overall game was fun if only developers can add mark sign more than i always get lost or forgetting where i should go to farming,
5.0,"Best action and adventure game I have aver play in smartphone. Updates are best and graphics are heart touching. Character design is best.The game starts with a journey and as we go through that journey, it feels like we are the main characters of the game. The story development, character development, visuals and gameplay of the game are awesome. I would love to play this game in future too",27.0,positive,best action and adventure game i have aver play in smartphone updates are best and graphics are heart touching character design is bestthe game starts with a journey and as we go through that journey it feels like we are the main characters of the game the story development character development visuals and gameplay of the game are awesome i would love to play this game in future too,
3.0,"The game was fun at first, but then it got boring as I progressed. The rewards suck too. If this game wants us to pull for new characters, then the rewards have to be good. It takes me 5 hours just to get 2 pulls. I love the character designs, but like I said, it's almost impossible to pull a character without spending money.",14.0,positive,the game was fun at first but then it got boring as i progressed the rewards suck too if this game wants us to pull for new characters then the rewards have to be good it takes me hours just to get pulls i love the character designs but like i said its almost impossible to pull a character without spending money,
1.0,Please fix the dumb bug! I can't get my primogems from old achievements from older commission/quest like the 'Tales of Winter' to achieve 'telling it how it is' and 'Geo Travel Diary' for the 'Geo Archon Anecdotes' in Liyue! I can't finish the dumb achievements for some unknown reason even if I do it 4 to 5 times already! 🤧,0.0,negative,please fix the dumb bug i cant get my primogems from old achievements from older commissionquest like the tales of winter to achieve telling it how it is and geo travel diary for the geo archon anecdotes in liyue i cant finish the dumb achievements for some unknown reason even if i do it to times already,
4.0,"Scamtifying Elixir + The Twin MC are kids, i prefer a grown up version. Npc's are just a copy paste, mostly looks the same with slight differences only and lack of details and design which make them looks boring. The other game out there did a very good job though on details. Combat experience is not that good because this game rely on elemental reactions. Dodge mechanics is boring because you only sprint, its better with slow or a real dodge animation.",2.0,positive,scamtifying elixir the twin mc are kids i prefer a grown up version npcs are just a copy paste mostly looks the same with slight differences only and lack of details and design which make them looks boring the other game out there did a very good job though on details combat experience is not that good because this game rely on elemental reactions dodge mechanics is boring because you only sprint its better with slow or a real dodge animation,
1.0,"This game is actually really good, the problem is my phone, I waited for like 6 hours or more when installing the updates, etc. I slept while installing the shades and when I woke up it was still installing, but when it was finally done. It's really good but really laggy, my phone is new and not old, and when I stopped playing Genshin Impact and came back again, I had to download updates and more shades! It's getting annoying since it's not worth the wait and I wasted 28GB on this game..",116.0,negative,this game is actually really good the problem is my phone i waited for like hours or more when installing the updates etc i slept while installing the shades and when i woke up it was still installing but when it was finally done its really good but really laggy my phone is new and not old and when i stopped playing genshin impact and came back again i had to download updates and more shades its getting annoying since its not worth the wait and i wasted gb on this game,
2.0,"It's hard to give a good rating when the few things that are worth playing Genshin Impact is its story (and even then some story, like Inazuma, are bad) and its music. The rest of the experience for the gameplay such as levelling characters, talents, and artifacts; exploration; quality of life fixes, and many more are not worth it. You can just watch on Youtube for the story and listen on Spotify for its music.",7.0,negative,its hard to give a good rating when the few things that are worth playing genshin impact is its story and even then some story like inazuma are bad and its music the rest of the experience for the gameplay such as levelling characters talents and artifacts exploration quality of life fixes and many more are not worth it you can just watch on youtube for the story and listen on spotify for its music,
3.0,"Ive played this game for about 3 years now and the damage text bug, no grass, cant see ice and dvalin and signora bosses are STILL not fixed😭 Im not sure if this is a phone problem or a hoyo but please do update and tell us about the situation abt the bugs stated cos i am STILL in denial and woukd take greater lengths just to be able to see damage on my mobile screen.",4.0,positive,ive played this game for about years now and the damage text bug no grass cant see ice and dvalin and signora bosses are still not fixed im not sure if this is a phone problem or a hoyo but please do update and tell us about the situation abt the bugs stated cos i am still in denial and woukd take greater lengths just to be able to see damage on my mobile screen,
5.0,"The best game, playing it for 4 years and this is actually unbelievable, a lil addicting and some quests r boring but with the new updates genshin is definitely getting better love the new characters and everything! 5 stars def. But the storage is a lil too much for some players maybe fix that? The only issue I have is that my WiFi is rlly bad and the game requires good WiFi so that's the only issue I face ! Otherwise, great game and I love it ! I'm hooked!!",137.0,positive,the best game playing it for years and this is actually unbelievable a lil addicting and some quests r boring but with the new updates genshin is definitely getting better love the new characters and everything stars def but the storage is a lil too much for some players maybe fix that the only issue i have is that my wifi is rlly bad and the game requires good wifi so thats the only issue i face otherwise great game and i love it im hooked,
3.0,"Everything in the game is fine honestly except the standard banner 50/50 stuff. When players pull in that banner they actually want the standard character not a random useless character, I can understand it's a luck but what make it worse is losing at high pity like 60-70-80. Hopefully you change this system like if you are gonna make the players lose the 50/50 then make it on first 40 not up to 80.",9.0,positive,everything in the game is fine honestly except the standard banner stuff when players pull in that banner they actually want the standard character not a random useless character i can understand its a luck but what make it worse is losing at high pity like hopefully you change this system like if you are gonna make the players lose the then make it on first not up to,
3.0,"This game has some really interesting storylines, but some are very boring, which makes it frustrating to play. It's hard to farm as a f2p and takes so much time 🥲 and don't even get me started on char building 🙃 the only things I like about this game are the characters and the graphics. I literally only play for the characters, but I don't have time to build them. 😭",11.0,positive,this game has some really interesting storylines but some are very boring which makes it frustrating to play its hard to farm as a fp and takes so much time and dont even get me started on char building the only things i like about this game are the characters and the graphics i literally only play for the characters but i dont have time to build them,
4.0,"I'm very happy with the game ,rewards,and other things, the end game is quite challenging but very fun!, but right now I was building my teapot,but I want it like have a lake but to have a lake I must glitch 1st, and it's kinda annoying and I hope hoyoverse would just make an option to ""create a lake / water foundations"" it will be so helpful ! thank you!",0.0,positive,im very happy with the game rewardsand other things the end game is quite challenging but very fun but right now i was building my teapotbut i want it like have a lake but to have a lake i must glitch st and its kinda annoying and i hope hoyoverse would just make an option to create a lake water foundations it will be so helpful thank you,
5.0,"Such a beautiful game. I'm glad I installed this on my Galaxy A35. It runs beautifully! I grew up playing games like The Legend of Zelda. I love the art style and enormous open world to explore. The music and voice acting are perfect, and the story is as complex and interesting as any fan of Hoyoverse can hope for. I'm finally able to enjoy this timeless work of art from my favorite dev team.",21.0,positive,such a beautiful game im glad i installed this on my galaxy a it runs beautifully i grew up playing games like the legend of zelda i love the art style and enormous open world to explore the music and voice acting are perfect and the story is as complex and interesting as any fan of hoyoverse can hope for im finally able to enjoy this timeless work of art from my favorite dev team,
5.0,"Thank you Genshin for giving me an unforgettable gaming experience ever! I really love the graphics, character designs, stories, theme musics, and the ethereal scenery. However, in the latest 5.0 story where we have to escape from the night kingdom, i experience a horrible lag, plus there is a time limit for us to reach the wind current. I'm well aware that my poor device is more likely to be the problem, but I would be really grateful if you expand the time limit so I'm not stuck here forever.",940.0,positive,thank you genshin for giving me an unforgettable gaming experience ever i really love the graphics character designs stories theme musics and the ethereal scenery however in the latest story where we have to escape from the night kingdom i experience a horrible lag plus there is a time limit for us to reach the wind current im well aware that my poor device is more likely to be the problem but i would be really grateful if you expand the time limit so im not stuck here forever,
5.0,"A True Perfection!! From the storyline , to gameplay and gatcha everything is perfect about it. When i started playing i didn't knew it would be such addicting!! My most favorite part of this game is that you can do several things all together in one place. Love collecting characters? You got it. Love storylines in stimulation games ? Got that . And fightings? Yep you will get it too! So don't wait for anything else and just play it.",20.0,positive,a true perfection from the storyline to gameplay and gatcha everything is perfect about it when i started playing i didnt knew it would be such addicting my most favorite part of this game is that you can do several things all together in one place love collecting characters you got it love storylines in stimulation games got that and fightings yep you will get it too so dont wait for anything else and just play it,
3.0,"I have been playing it since a long time and I really do like it, but after changing my device to an oppo a16e I've been having problems. at first it was running well, but after a few months it'd crash or lag sometimes and id have to restart the game . but since two or more months it will black out mid cutscene, kick me out of the game and when I get back to the game I'll have to start from the same cutscene which will kick me out yet again.",6.0,positive,i have been playing it since a long time and i really do like it but after changing my device to an oppo ae ive been having problems at first it was running well but after a few months itd crash or lag sometimes and id have to restart the game but since two or more months it will black out mid cutscene kick me out of the game and when i get back to the game ill have to start from the same cutscene which will kick me out yet again,
5.0,"amazing lore, nice gameplay, unique characters with cool designs, and a beautiful fantasy world that is inspired by real life regions. However, it is noticable that they don't accurately represent the cultures due to the limitations in skintones. Another thing that I'd like to mention is how genshin failed in story telling. It's more of ""tell, not show"" and often deviates from the main plotline, that is, traveller searching for their twin. There are more aspects but overall its a great game!!!!!",240.0,positive,amazing lore nice gameplay unique characters with cool designs and a beautiful fantasy world that is inspired by real life regions however it is noticable that they dont accurately represent the cultures due to the limitations in skintones another thing that id like to mention is how genshin failed in story telling its more of tell not show and often deviates from the main plotline that is traveller searching for their twin there are more aspects but overall its a great game,
5.0,"4.5 stars playing on android. I started playing during COVID and had a great time. I have never felt pressured to make any purchases. Exploring is fun, and the puzzles aren't too challenging or boring. Some people play ""the meta"" and grind a lot, but I don't and have a lot of fun. The story is quite interesting, but will be boring if you skip dialogue. The only thing stopping it from being a 5-star game is the lack of racial diversity and lacking rewards for some quests and irl events.",607.0,positive,stars playing on android i started playing during covid and had a great time i have never felt pressured to make any purchases exploring is fun and the puzzles arent too challenging or boring some people play the meta and grind a lot but i dont and have a lot of fun the story is quite interesting but will be boring if you skip dialogue the only thing stopping it from being a star game is the lack of racial diversity and lacking rewards for some quests and irl events,
2.0,"The game forces you to sit through extremely long, boring, slow loading dialogues for hours with no option to skip despite people asking them for a such an option for years. Used to be this issue was limited just to the world quest, but now the same goes for events as well. No matter how much we ask for, they never listen to the users. Update: Increased rating to 2 stars (from 1) cause they've been making some positive changes and adding more rewards. I hope they keep improving.",3179.0,negative,the game forces you to sit through extremely long boring slow loading dialogues for hours with no option to skip despite people asking them for a such an option for years used to be this issue was limited just to the world quest but now the same goes for events as well no matter how much we ask for they never listen to the users update increased rating to stars from cause theyve been making some positive changes and adding more rewards i hope they keep improving,
5.0,"The soundtrack and the graphics of the scenery are wonderfull. I also like the main story a lot. The characters design are cool, but I wish there was more diversity. But definelly the best thing is all the regions with its own characters, missions and characteristics, it's so well made! (sorry if any English mistakes) (please make Simulanka a permanent event)",434.0,positive,the soundtrack and the graphics of the scenery are wonderfull i also like the main story a lot the characters design are cool but i wish there was more diversity but definelly the best thing is all the regions with its own characters missions and characteristics its so well made sorry if any english mistakes please make simulanka a permanent event,
4.0,"The TW, HK, MO server despite having good connection I experienced a minor laggy garbled storyline introduction when playing and it seems like this isn't fixed. However once we got to the point of the intro where we have to choose the characters the lag disappears. Oh and upgrading to a new phone doesn't solve the issue. I believe the issue is the game itself not my network provider indosat. The game is capable of providing hours of fun in a vibrant bright world. Character collection is cool",136.0,positive,the tw hk mo server despite having good connection i experienced a minor laggy garbled storyline introduction when playing and it seems like this isnt fixed however once we got to the point of the intro where we have to choose the characters the lag disappears oh and upgrading to a new phone doesnt solve the issue i believe the issue is the game itself not my network provider indosat the game is capable of providing hours of fun in a vibrant bright world character collection is cool,
5.0,"Genshin Impact is an incredible game with a gripping story, breathtaking graphics, and top-notch animation. The open world is huge, and every location is beautifully designed. Exploring the different areas is always exciting because each place feels special and well-crafted. The combination of world-building and visuals really pulls you in. It’s a game that blends art, story, and exploration perfectly, making it a fantastic experience from start to finish.",675.0,positive,genshin impact is an incredible game with a gripping story breathtaking graphics and topnotch animation the open world is huge and every location is beautifully designed exploring the different areas is always exciting because each place feels special and wellcrafted the combination of worldbuilding and visuals really pulls you in its a game that blends art story and exploration perfectly making it a fantastic experience from start to finish,
5.0,"Amazing characters, designs, game play, idea, events and all! Just very frustrating when a quests description doesn't help. Especially when I pause it and go back to the quest and have no clue what to do! Maybe make the quest descriptions a bit more helpful? All in all, great game and can't wait for future updates.",381.0,positive,amazing characters designs game play idea events and all just very frustrating when a quests description doesnt help especially when i pause it and go back to the quest and have no clue what to do maybe make the quest descriptions a bit more helpful all in all great game and cant wait for future updates,
1.0,"Exploration is good, characters and weapons are excellent, animations are excellent, audio and music are beyond excellent, but can't enjoy any of this properly because of the camera(something that hasn't been fixed even after 3 years). Constantly fixing the veiw both during combat and in exploration is the reason behind all the seizures and eye problems. Playing this game on a touchscreen is the worst experience because of the lack of customizable key layout. And 5.0 QoL is a joke.",4532.0,negative,exploration is good characters and weapons are excellent animations are excellent audio and music are beyond excellent but cant enjoy any of this properly because of the camerasomething that hasnt been fixed even after years constantly fixing the veiw both during combat and in exploration is the reason behind all the seizures and eye problems playing this game on a touchscreen is the worst experience because of the lack of customizable key layout and qol is a joke,
5.0,"The game is very good . The story line is great. the graphics are pleasing too . But after playing it for a week the game stated lagging very badly , the UI becomes unresponsive the fps drops to zero as the game becomes still . all the other graphic intensive game seem to work just fine with medium to high graphics settings on my Oneplus 6T . So unInstallating for now",10.0,positive,the game is very good the story line is great the graphics are pleasing too but after playing it for a week the game stated lagging very badly the ui becomes unresponsive the fps drops to zero as the game becomes still all the other graphic intensive game seem to work just fine with medium to high graphics settings on my oneplus t so uninstallating for now,
5.0,"Hey. You guys are doing great. Really benevolent with the summoning system. The characters are amazing, the world is fun to explore with the right characters, and the story is interesting. It is so easy to save up for characters you want thanks to all the events. Also, I really like Paimon. She's so adorable. Keep it up, guys!",0.0,positive,hey you guys are doing great really benevolent with the summoning system the characters are amazing the world is fun to explore with the right characters and the story is interesting it is so easy to save up for characters you want thanks to all the events also i really like paimon shes so adorable keep it up guys,
2.0,"The game is good. The updates are good... I just have one problem... There are characters that aren't rerunning yet and it's been a year or more. I played for Tartaglia because I like his play style and the fact that I joined on the update 3.8 didn't make it any better. I didn't got him on his rerun on 4.0, I actually felt bad because I played for him. And now I'm playing for more than a year, yet I STILL don't have him. I think I'm gonna quit atp. I'm tired of redownloading games.",1.0,negative,the game is good the updates are good i just have one problem there are characters that arent rerunning yet and its been a year or more i played for tartaglia because i like his play style and the fact that i joined on the update didnt make it any better i didnt got him on his rerun on i actually felt bad because i played for him and now im playing for more than a year yet i still dont have him i think im gonna quit atp im tired of redownloading games,
5.0,"Very good graphics for a mobile game but still not on par with the PC version. Interesting lore/story which is the main reason that I play this game (yeah there are some mid quests but overall still great)For characters, you will need to save up some primogems to be able to get the character you want, there's also a pity system, which is okay. The artifact system (RNG) is kinda bad as it requires a lot of grinding and there is no guarantee that you will get a good one.",42.0,positive,very good graphics for a mobile game but still not on par with the pc version interesting lorestory which is the main reason that i play this game yeah there are some mid quests but overall still greatfor characters you will need to save up some primogems to be able to get the character you want theres also a pity system which is okay the artifact system rng is kinda bad as it requires a lot of grinding and there is no guarantee that you will get a good one,
1.0,"Sitting through hours of dialogue that I could care less to listen to when I've replayed this game dozens of times is too annoying, I wish there was a feature where you could skip the story and cutscenes and just play the game itself. This is a good game but as you slowly get to the end it gets harder and harder to find resourses which is in a lot of games, but this one you literally have to grind for hours, just not for me.",68.0,negative,sitting through hours of dialogue that i could care less to listen to when ive replayed this game dozens of times is too annoying i wish there was a feature where you could skip the story and cutscenes and just play the game itself this is a good game but as you slowly get to the end it gets harder and harder to find resourses which is in a lot of games but this one you literally have to grind for hours just not for me,
1.0,"The game has great graphics, but a few issues make it frustrating. 1. No Skip Button - Cutscenes can’t be skipped, and some are long and dull, wasting time as you wait or keep tapping. 2. Too Many Side Missions - There are so many side missions that it’s hard to make progress in the main story. The mission list is cluttered, and most missions have unskippable cutscenes, adding to the frustration. I hope the developers address these issues; it’s becoming too repetitive and annoying to keep",106.0,negative,the game has great graphics but a few issues make it frustrating no skip button cutscenes cant be skipped and some are long and dull wasting time as you wait or keep tapping too many side missions there are so many side missions that its hard to make progress in the main story the mission list is cluttered and most missions have unskippable cutscenes adding to the frustration i hope the developers address these issues its becoming too repetitive and annoying to keep,
2.0,"The game is usually great, but the most recent update is not enjoyable with the lack of English language voiceovers. It is especially annoying that some characters speak while others do not. It makes the experience very disjointed and makes me not want to play until the issue is resolved.",7.0,negative,the game is usually great but the most recent update is not enjoyable with the lack of english language voiceovers it is especially annoying that some characters speak while others do not it makes the experience very disjointed and makes me not want to play until the issue is resolved,
5.0,"Started 2020 (first release) , i really love the graphics, character design, and the current update make the weapon banner better than before! Lower cost . Also the music of every region is different yet had a very good music . The story is also well builded , as someone who never skip story and value story so much , its kinda disappointing how the community value story so low . Btw add the skip button for them. Like people said did people have different taste . Also pls make commission to 100pg",4.0,positive,started first release i really love the graphics character design and the current update make the weapon banner better than before lower cost also the music of every region is different yet had a very good music the story is also well builded as someone who never skip story and value story so much its kinda disappointing how the community value story so low btw add the skip button for them like people said did people have different taste also pls make commission to pg,
5.0,"Very overhated game. Huge world with tons of quests, stunning visuals, goated plot especially the fontain archon quest. The story is really good, character building is also really good and this game reminds me of sao. All I can say is this game is really good apart from the fans since they are all weird.",1.0,positive,very overhated game huge world with tons of quests stunning visuals goated plot especially the fontain archon quest the story is really good character building is also really good and this game reminds me of sao all i can say is this game is really good apart from the fans since they are all weird,
